SessionId	Time	ItemId	is_click	raw_index	session_new_index	item_new_index	tr_val_tst
33	7	214820225	0	31	3	9	0
33	7	214820225	0	32	3	9	0
33	7	214706441	0	33	3	8	0
33	7	214706441	0	34	3	8	0
33	7	214706441	0	35	3	8	0
33	7	214820225	1	39	3	9	0
33	8	214706441	0	27	3	8	0
33	8	214820225	0	28	3	9	0
33	8	214820225	0	29	3	9	0
33	8	214820225	0	30	3	9	0
33	8	214820225	0	31	3	9	0
33	8	214820225	0	32	3	9	0
33	8	214706441	0	33	3	8	0
33	8	214706441	0	34	3	8	0
33	8	214706441	0	35	3	8	0
33	8	214834865	1	40	3	10	0
33	9	214706441	0	27	3	8	0
33	9	214820225	0	28	3	9	0
33	9	214820225	0	29	3	9	0
33	9	214820225	0	30	3	9	0
33	9	214820225	0	31	3	9	0
33	9	214820225	0	32	3	9	0
33	9	214706441	0	33	3	8	0
33	9	214706441	0	34	3	8	0
33	9	214706441	0	35	3	8	0
33	9	214834865	1	41	3	10	0
46	10	214716932	0	42	4	11	0
46	10	214716932	0	43	4	11	0
46	10	214716932	0	44	4	11	0
46	10	214716932	0	45	4	11	0
46	10	214716932	0	46	4	11	0
46	10	214716932	0	47	4	11	0
46	10	214716932	1	48	4	11	0
46	11	214716932	0	42	4	11	0
46	11	214716932	0	43	4	11	0
46	11	214716932	0	44	4	11	0
46	11	214716932	0	45	4	11	0
46	11	214716932	0	46	4	11	0
46	11	214716932	0	47	4	11	0
46	11	214716932	1	49	4	11	0
87	12	214820392	0	60	5	12	0
87	12	214826837	0	61	5	5	0
87	12	214826837	0	62	5	5	0
87	12	214586694	0	63	5	13	0
87	12	214819376	0	64	5	14	0
87	12	214819760	0	65	5	15	0
87	12	214717850	0	66	5	16	0
87	12	214743369	0	67	5	17	0
87	12	214743369	0	68	5	17	0
87	12	214743369	1	69	5	17	0
87	13	214820392	0	60	5	12	0
87	13	214826837	0	61	5	5	0
87	13	214826837	0	62	5	5	0
87	13	214586694	0	63	5	13	0
87	13	214819376	0	64	5	14	0
87	13	214819760	0	65	5	15	0
87	13	214717850	0	66	5	16	0
87	13	214743369	0	67	5	17	0
87	13	214743369	0	68	5	17	0
87	13	214819430	1	70	5	18	0
87	14	214820392	0	60	5	12	0
87	14	214826837	0	61	5	5	0
87	14	214826837	0	62	5	5	0
87	14	214586694	0	63	5	13	0
87	14	214819376	0	64	5	14	0
87	14	214819760	0	65	5	15	0
87	14	214717850	0	66	5	16	0
87	14	214743369	0	67	5	17	0
87	14	214743369	0	68	5	17	0
87	14	214820392	1	71	5	12	0
87	15	214820392	0	60	5	12	0
87	15	214826837	0	61	5	5	0
87	15	214826837	0	62	5	5	0
87	15	214586694	0	63	5	13	0
87	15	214819376	0	64	5	14	0
87	15	214819760	0	65	5	15	0
87	15	214717850	0	66	5	16	0
87	15	214743369	0	67	5	17	0
87	15	214743369	0	68	5	17	0
87	15	214826837	1	72	5	5	0
87	16	214820392	0	60	5	12	0
87	16	214826837	0	61	5	5	0
87	16	214826837	0	62	5	5	0
87	16	214586694	0	63	5	13	0
87	16	214819376	0	64	5	14	0
87	16	214819760	0	65	5	15	0
87	16	214717850	0	66	5	16	0
87	16	214743369	0	67	5	17	0
87	16	214743369	0	68	5	17	0
87	16	214826908	1	73	5	19	0
87	17	214820392	0	60	5	12	0
87	17	214826837	0	61	5	5	0
87	17	214826837	0	62	5	5	0
87	17	214586694	0	63	5	13	0
87	17	214819376	0	64	5	14	0
87	17	214819760	0	65	5	15	0
87	17	214717850	0	66	5	16	0
87	17	214743369	0	67	5	17	0
87	17	214743369	0	68	5	17	0
87	17	214840483	1	74	5	20	0
103	18	214748293	0	75	6	21	0
103	18	214748293	0	76	6	21	0
103	18	214748293	1	77	6	21	0
138	19	214594592	0	78	7	22	0
138	19	214594592	0	79	7	22	0
138	19	214594592	0	80	7	22	0
138	19	214594592	1	81	7	22	0
181	20	214820231	0	82	8	23	0
181	20	214820231	0	83	8	23	0
181	20	214820231	1	84	8	23	0
182	21	214535621	0	85	9	24	0
182	21	214535621	0	86	9	24	0
182	21	214535621	1	87	9	24	0
182	22	214535621	0	85	9	24	0
182	22	214535621	0	86	9	24	0
182	22	214535621	1	88	9	24	0
189	23	214613865	0	89	10	25	0
189	23	214613865	0	90	10	25	0
189	23	214613870	0	91	10	26	0
189	23	214613865	1	92	10	25	0
197	24	214774685	0	93	11	27	0
197	24	214774685	0	94	11	27	0
197	24	214839313	0	95	11	28	0
197	24	214839997	0	96	11	29	0
197	24	214774685	0	97	11	27	0
197	24	214774685	1	98	11	27	0
216	25	214821277	0	99	12	30	0
216	25	214821277	0	100	12	30	0
216	25	214821277	1	101	12	30	0
253	26	214743341	0	102	13	31	0
253	26	214743341	0	103	13	31	0
253	26	214743341	0	104	13	31	0
253	26	214709685	0	105	13	32	0
253	26	214685152	0	106	13	33	0
253	26	214685152	0	107	13	33	0
253	26	214743341	1	108	13	31	0
277	27	214836958	0	109	14	34	0
277	27	214836958	0	110	14	34	0
277	27	214836958	0	111	14	34	0
277	27	214836958	0	112	14	34	0
277	27	214836960	0	113	14	35	0
277	27	214836960	0	114	14	35	0
277	27	214836958	1	115	14	34	0
277	28	214836958	0	109	14	34	0
277	28	214836958	0	110	14	34	0
277	28	214836958	0	111	14	34	0
277	28	214836958	0	112	14	34	0
277	28	214836960	0	113	14	35	0
277	28	214836960	0	114	14	35	0
277	28	214836960	1	116	14	35	0
291	29	214684513	0	117	15	36	0
291	29	214684513	0	118	15	36	0
291	29	214684513	0	119	15	36	0
291	29	214684513	1	120	15	36	0
293	30	214820383	0	121	16	37	0
293	30	214821285	0	122	16	38	0
293	30	214821285	0	123	16	38	0
293	30	214826705	0	124	16	39	0
293	30	214826705	0	125	16	39	0
293	30	214826803	0	126	16	40	0
293	30	214826803	0	127	16	40	0
293	30	214821285	0	128	16	38	0
293	30	214821285	0	129	16	38	0
293	30	214821285	1	130	16	38	0
293	31	214820383	0	121	16	37	0
293	31	214821285	0	122	16	38	0
293	31	214821285	0	123	16	38	0
293	31	214826705	0	124	16	39	0
293	31	214826705	0	125	16	39	0
293	31	214826803	0	126	16	40	0
293	31	214826803	0	127	16	40	0
293	31	214821285	0	128	16	38	0
293	31	214821285	0	129	16	38	0
293	31	214826705	1	131	16	39	0
293	32	214820383	0	121	16	37	0
293	32	214821285	0	122	16	38	0
293	32	214821285	0	123	16	38	0
293	32	214826705	0	124	16	39	0
293	32	214826705	0	125	16	39	0
293	32	214826803	0	126	16	40	0
293	32	214826803	0	127	16	40	0
293	32	214821285	0	128	16	38	0
293	32	214821285	0	129	16	38	0
293	32	214826803	1	132	16	40	0
319	33	214600625	0	133	17	41	0
319	33	214600625	0	134	17	41	0
319	33	214600625	0	135	17	41	0
319	33	214600625	1	136	17	41	0
319	34	214600625	0	133	17	41	0
319	34	214600625	0	134	17	41	0
319	34	214600625	0	135	17	41	0
319	34	214600625	1	137	17	41	0
324	35	214835760	0	138	18	42	0
324	35	214833802	0	139	18	43	0
324	35	214835585	0	140	18	44	0
324	35	214835760	0	141	18	42	0
324	35	214833800	0	142	18	45	0
324	35	214832730	0	143	18	46	0
324	35	214833802	0	144	18	43	0
324	35	214833802	0	145	18	43	0
324	35	214584939	0	146	18	47	0
324	35	214833802	1	147	18	43	0
333	36	214827062	0	148	19	48	0
333	36	214827062	0	149	19	48	0
333	36	214827062	1	150	19	48	0
367	37	214821290	0	151	20	49	0
367	37	214821290	0	152	20	49	0
367	37	214821290	1	153	20	49	0
367	38	214821290	0	151	20	49	0
367	38	214821290	0	152	20	49	0
367	38	214821290	1	154	20	49	0
382	39	214534852	0	155	21	50	0
382	39	214534852	0	156	21	50	0
382	39	214534852	1	157	21	50	0
382	40	214534852	0	155	21	50	0
382	40	214534852	0	156	21	50	0
382	40	214534852	1	158	21	50	0
408	41	214594680	0	159	22	51	0
408	41	214594680	0	160	22	51	0
408	41	214594680	1	161	22	51	0
408	42	214594680	0	159	22	51	0
408	42	214594680	0	160	22	51	0
408	42	214594680	1	162	22	51	0
432	43	214833782	0	163	23	52	0
432	43	214709807	0	164	23	53	0
432	43	214717757	0	165	23	54	0
432	43	214709807	0	166	23	53	0
432	43	214833782	0	167	23	52	0
432	43	214709807	0	168	23	53	0
432	43	214709807	0	169	23	53	0
432	43	214709807	0	170	23	53	0
432	43	214709807	1	171	23	53	0
449	44	214832557	0	174	24	55	0
449	44	214832557	0	175	24	55	0
449	44	214832559	0	176	24	56	0
449	44	214832559	0	177	24	56	0
449	44	214718203	0	178	24	57	0
449	44	214819552	0	179	24	58	0
449	44	214821017	0	180	24	59	0
449	44	214821022	0	181	24	60	0
449	44	214833802	0	182	24	43	0
449	44	214832557	1	183	24	55	0
449	45	214832557	0	174	24	55	0
449	45	214832557	0	175	24	55	0
449	45	214832559	0	176	24	56	0
449	45	214832559	0	177	24	56	0
449	45	214718203	0	178	24	57	0
449	45	214819552	0	179	24	58	0
449	45	214821017	0	180	24	59	0
449	45	214821022	0	181	24	60	0
449	45	214833802	0	182	24	43	0
449	45	214832559	1	184	24	56	0
484	46	214691428	0	185	25	61	0
484	46	214691428	0	186	25	61	0
484	46	214691428	0	187	25	61	0
484	46	214691293	0	188	25	62	0
484	46	214691390	0	189	25	63	0
484	46	214836761	0	190	25	64	0
484	46	214691428	1	191	25	61	0
484	47	214691428	0	185	25	61	0
484	47	214691428	0	186	25	61	0
484	47	214691428	0	187	25	61	0
484	47	214691293	0	188	25	62	0
484	47	214691390	0	189	25	63	0
484	47	214836761	0	190	25	64	0
484	47	214691428	1	192	25	61	0
507	48	214717498	0	193	26	65	0
507	48	214821024	0	194	26	66	0
507	48	214567005	0	195	26	67	0
507	48	214567005	0	196	26	67	0
507	48	214567005	1	197	26	67	0
507	49	214717498	0	193	26	65	0
507	49	214821024	0	194	26	66	0
507	49	214567005	0	195	26	67	0
507	49	214567005	0	196	26	67	0
507	49	214717498	1	198	26	65	0
536	50	214832557	0	201	27	55	0
536	50	214832559	0	202	27	56	0
536	50	214821022	0	203	27	60	0
536	50	214821024	0	204	27	66	0
536	50	214821024	0	205	27	66	0
536	50	214832557	0	206	27	55	0
536	50	214832557	0	207	27	55	0
536	50	214832559	0	208	27	56	0
536	50	214821022	0	209	27	60	0
536	50	214821022	1	210	27	60	0
536	51	214832557	0	201	27	55	0
536	51	214832559	0	202	27	56	0
536	51	214821022	0	203	27	60	0
536	51	214821024	0	204	27	66	0
536	51	214821024	0	205	27	66	0
536	51	214832557	0	206	27	55	0
536	51	214832557	0	207	27	55	0
536	51	214832559	0	208	27	56	0
536	51	214821022	0	209	27	60	0
536	51	214821024	1	211	27	66	0
536	52	214832557	0	201	27	55	0
536	52	214832559	0	202	27	56	0
536	52	214821022	0	203	27	60	0
536	52	214821024	0	204	27	66	0
536	52	214821024	0	205	27	66	0
536	52	214832557	0	206	27	55	0
536	52	214832557	0	207	27	55	0
536	52	214832559	0	208	27	56	0
536	52	214821022	0	209	27	60	0
536	52	214832557	1	212	27	55	0
536	53	214832557	0	201	27	55	0
536	53	214832559	0	202	27	56	0
536	53	214821022	0	203	27	60	0
536	53	214821024	0	204	27	66	0
536	53	214821024	0	205	27	66	0
536	53	214832557	0	206	27	55	0
536	53	214832557	0	207	27	55	0
536	53	214832559	0	208	27	56	0
536	53	214821022	0	209	27	60	0
536	53	214832559	1	213	27	56	0
556	54	214826803	0	214	28	40	0
556	54	214826803	0	215	28	40	0
556	54	214821277	0	216	28	30	0
556	54	214821277	0	217	28	30	0
556	54	214821285	0	218	28	38	0
556	54	214826801	0	219	28	68	0
556	54	214821277	1	220	28	30	0
556	55	214826803	0	214	28	40	0
556	55	214826803	0	215	28	40	0
556	55	214821277	0	216	28	30	0
556	55	214821277	0	217	28	30	0
556	55	214821285	0	218	28	38	0
556	55	214826801	0	219	28	68	0
556	55	214821285	1	221	28	38	0
556	56	214826803	0	214	28	40	0
556	56	214826803	0	215	28	40	0
556	56	214821277	0	216	28	30	0
556	56	214821277	0	217	28	30	0
556	56	214821285	0	218	28	38	0
556	56	214826801	0	219	28	68	0
556	56	214826801	1	222	28	68	0
556	57	214826803	0	214	28	40	0
556	57	214826803	0	215	28	40	0
556	57	214821277	0	216	28	30	0
556	57	214821277	0	217	28	30	0
556	57	214821285	0	218	28	38	0
556	57	214826801	0	219	28	68	0
556	57	214826801	1	223	28	68	0
556	58	214826803	0	214	28	40	0
556	58	214826803	0	215	28	40	0
556	58	214821277	0	216	28	30	0
556	58	214821277	0	217	28	30	0
556	58	214821285	0	218	28	38	0
556	58	214826801	0	219	28	68	0
556	58	214826803	1	224	28	40	0
593	59	214821290	0	225	29	49	0
593	59	214585395	0	226	29	69	0
593	59	214826705	0	227	29	39	0
593	59	214585395	1	228	29	69	0
593	60	214821290	0	225	29	49	0
593	60	214585395	0	226	29	69	0
593	60	214826705	0	227	29	39	0
593	60	214821290	1	229	29	49	0
602	61	214819562	0	230	30	70	0
602	61	214819562	0	231	30	70	0
602	61	214819562	1	232	30	70	0
612	62	214753507	0	233	31	71	0
612	62	214753507	0	234	31	71	0
612	62	214753507	0	235	31	71	0
612	62	214753507	0	236	31	71	0
612	62	214753507	0	237	31	71	0
612	62	214753507	0	238	31	71	0
612	62	214753507	0	239	31	71	0
612	62	214753507	1	240	31	71	0
618	63	214821390	0	241	32	72	0
618	63	214718203	0	242	32	57	0
618	63	214821015	0	243	32	73	0
618	63	214821022	0	244	32	60	0
618	63	214718203	0	245	32	57	0
618	63	214821015	0	246	32	73	0
618	63	214718203	0	247	32	57	0
618	63	214718203	1	248	32	57	0
618	64	214821390	0	241	32	72	0
618	64	214718203	0	242	32	57	0
618	64	214821015	0	243	32	73	0
618	64	214821022	0	244	32	60	0
618	64	214718203	0	245	32	57	0
618	64	214821015	0	246	32	73	0
618	64	214718203	0	247	32	57	0
618	64	214718203	1	249	32	57	0
636	65	214684513	0	250	33	36	0
636	65	214684513	0	251	33	36	0
636	65	214684513	1	252	33	36	0
651	66	214716935	0	257	34	74	0
651	66	214716930	0	258	34	75	0
651	66	214716932	0	259	34	11	0
651	66	214716930	0	260	34	75	0
651	66	214716930	0	261	34	75	0
651	66	214716930	0	262	34	75	0
651	66	214716932	0	263	34	11	0
651	66	214838833	0	264	34	76	0
651	66	214838833	0	265	34	76	0
651	66	214716930	1	266	34	75	0
651	67	214716935	0	257	34	74	0
651	67	214716930	0	258	34	75	0
651	67	214716932	0	259	34	11	0
651	67	214716930	0	260	34	75	0
651	67	214716930	0	261	34	75	0
651	67	214716930	0	262	34	75	0
651	67	214716932	0	263	34	11	0
651	67	214838833	0	264	34	76	0
651	67	214838833	0	265	34	76	0
651	67	214716930	1	267	34	75	0
651	68	214716935	0	257	34	74	0
651	68	214716930	0	258	34	75	0
651	68	214716932	0	259	34	11	0
651	68	214716930	0	260	34	75	0
651	68	214716930	0	261	34	75	0
651	68	214716930	0	262	34	75	0
651	68	214716932	0	263	34	11	0
651	68	214838833	0	264	34	76	0
651	68	214838833	0	265	34	76	0
651	68	214838833	1	268	34	76	0
656	69	214716928	0	269	35	77	0
656	69	214717007	0	270	35	78	0
656	69	214832655	0	271	35	79	0
656	69	214716984	0	272	35	80	0
656	69	214717007	0	273	35	78	0
656	69	214832657	0	274	35	81	0
656	69	214832657	0	275	35	81	0
656	69	214832657	0	276	35	81	0
656	69	214832657	0	277	35	81	0
656	69	214832657	1	278	35	81	0
664	70	214643045	0	279	36	82	0
664	70	214643045	0	280	36	82	0
664	70	214643045	1	281	36	82	0
669	71	214551917	0	287	37	83	0
669	71	214551917	0	288	37	83	0
669	71	214551917	0	289	37	83	0
669	71	214551917	1	290	37	83	0
688	72	214586983	0	291	38	84	0
688	72	214840762	0	292	38	85	0
688	72	214840762	1	293	38	85	0
692	73	214684730	0	294	39	86	0
692	73	214684730	0	295	39	86	0
692	73	214684730	1	296	39	86	0
708	74	214586711	0	297	40	87	0
708	74	214687642	0	298	40	88	0
708	74	214586711	0	299	40	87	0
708	74	214586711	0	300	40	87	0
708	74	214586711	1	301	40	87	0
708	75	214586711	0	297	40	87	0
708	75	214687642	0	298	40	88	0
708	75	214586711	0	299	40	87	0
708	75	214586711	0	300	40	87	0
708	75	214687642	1	302	40	88	0
714	76	214839313	0	304	41	28	0
714	76	214839313	0	305	41	28	0
714	76	214839995	0	306	41	89	0
714	76	214839995	0	307	41	89	0
714	76	214839999	0	308	41	90	0
714	76	214839999	0	309	41	90	0
714	76	214839313	0	310	41	28	0
714	76	214565512	0	311	41	91	0
714	76	214565512	0	312	41	91	0
714	76	214565512	1	313	41	91	0
714	77	214839313	0	304	41	28	0
714	77	214839313	0	305	41	28	0
714	77	214839995	0	306	41	89	0
714	77	214839995	0	307	41	89	0
714	77	214839999	0	308	41	90	0
714	77	214839999	0	309	41	90	0
714	77	214839313	0	310	41	28	0
714	77	214565512	0	311	41	91	0
714	77	214565512	0	312	41	91	0
714	77	214839313	1	314	41	28	0
714	78	214839313	0	304	41	28	0
714	78	214839313	0	305	41	28	0
714	78	214839995	0	306	41	89	0
714	78	214839995	0	307	41	89	0
714	78	214839999	0	308	41	90	0
714	78	214839999	0	309	41	90	0
714	78	214839313	0	310	41	28	0
714	78	214565512	0	311	41	91	0
714	78	214565512	0	312	41	91	0
714	78	214839995	1	315	41	89	0
714	79	214839313	0	304	41	28	0
714	79	214839313	0	305	41	28	0
714	79	214839995	0	306	41	89	0
714	79	214839995	0	307	41	89	0
714	79	214839999	0	308	41	90	0
714	79	214839999	0	309	41	90	0
714	79	214839313	0	310	41	28	0
714	79	214565512	0	311	41	91	0
714	79	214565512	0	312	41	91	0
714	79	214839999	1	316	41	90	0
728	80	214821277	0	317	42	30	0
728	80	214821277	0	318	42	30	0
728	80	214821277	1	319	42	30	0
737	81	214833800	0	320	43	45	0
737	81	214833800	0	321	43	45	0
737	81	214833800	1	322	43	45	0
742	82	214539845	0	323	44	92	0
742	82	214539845	0	324	44	92	0
742	82	214539845	0	325	44	92	0
742	82	214587643	0	326	44	93	0
742	82	214539845	1	327	44	92	0
826	83	214753505	0	328	45	94	0
826	83	214753505	0	329	45	94	0
826	83	214753505	1	330	45	94	0
827	84	214711078	0	362	46	95	0
827	84	214711087	0	363	46	96	0
827	84	214820190	0	364	46	97	0
827	84	214684730	0	365	46	86	0
827	84	214711078	0	366	46	95	0
827	84	214711087	0	367	46	96	0
827	84	214684730	0	368	46	86	0
827	84	214820190	0	369	46	97	0
827	84	214718398	0	370	46	98	0
827	84	214711078	1	371	46	95	0
827	85	214711078	0	362	46	95	0
827	85	214711087	0	363	46	96	0
827	85	214820190	0	364	46	97	0
827	85	214684730	0	365	46	86	0
827	85	214711078	0	366	46	95	0
827	85	214711087	0	367	46	96	0
827	85	214684730	0	368	46	86	0
827	85	214820190	0	369	46	97	0
827	85	214718398	0	370	46	98	0
827	85	214711082	1	372	46	99	0
827	86	214711078	0	362	46	95	0
827	86	214711087	0	363	46	96	0
827	86	214820190	0	364	46	97	0
827	86	214684730	0	365	46	86	0
827	86	214711078	0	366	46	95	0
827	86	214711087	0	367	46	96	0
827	86	214684730	0	368	46	86	0
827	86	214820190	0	369	46	97	0
827	86	214718398	0	370	46	98	0
827	86	214711087	1	373	46	96	0
827	87	214711078	0	362	46	95	0
827	87	214711087	0	363	46	96	0
827	87	214820190	0	364	46	97	0
827	87	214684730	0	365	46	86	0
827	87	214711078	0	366	46	95	0
827	87	214711087	0	367	46	96	0
827	87	214684730	0	368	46	86	0
827	87	214820190	0	369	46	97	0
827	87	214718398	0	370	46	98	0
827	87	214820186	1	374	46	100	0
827	88	214711078	0	362	46	95	0
827	88	214711087	0	363	46	96	0
827	88	214820190	0	364	46	97	0
827	88	214684730	0	365	46	86	0
827	88	214711078	0	366	46	95	0
827	88	214711087	0	367	46	96	0
827	88	214684730	0	368	46	86	0
827	88	214820190	0	369	46	97	0
827	88	214718398	0	370	46	98	0
827	88	214820190	1	375	46	97	0
838	89	214601040	0	376	47	101	0
838	89	214601040	0	377	47	101	0
838	89	214601040	0	378	47	101	0
838	89	214601042	0	379	47	102	0
838	89	214601040	1	380	47	101	0
838	90	214601040	0	376	47	101	0
838	90	214601040	0	377	47	101	0
838	90	214601040	0	378	47	101	0
838	90	214601042	0	379	47	102	0
838	90	214601042	1	381	47	102	0
841	91	214716930	0	382	48	75	0
841	91	214716930	0	383	48	75	0
841	91	214716930	0	384	48	75	0
841	91	214716935	0	385	48	74	0
841	91	214832653	0	386	48	103	0
841	91	214832653	0	387	48	103	0
841	91	214832655	0	388	48	79	0
841	91	214832653	0	389	48	103	0
841	91	214716930	1	390	48	75	0
841	92	214716930	0	382	48	75	0
841	92	214716930	0	383	48	75	0
841	92	214716930	0	384	48	75	0
841	92	214716935	0	385	48	74	0
841	92	214832653	0	386	48	103	0
841	92	214832653	0	387	48	103	0
841	92	214832655	0	388	48	79	0
841	92	214832653	0	389	48	103	0
841	92	214832653	1	391	48	103	0
873	93	214820252	0	392	49	104	0
873	93	214717312	0	393	49	105	0
873	93	214820252	0	394	49	104	0
873	93	214820252	1	395	49	104	0
877	94	214821290	0	401	50	49	0
877	94	214821290	0	402	50	49	0
877	94	214826801	0	403	50	68	0
877	94	214691426	0	404	50	106	0
877	94	214664919	0	405	50	107	0
877	94	214664919	0	406	50	107	0
877	94	214687685	0	407	50	108	0
877	94	214712107	0	408	50	109	0
877	94	214826747	0	409	50	110	0
877	94	214664919	1	410	50	107	0
877	95	214821290	0	401	50	49	0
877	95	214821290	0	402	50	49	0
877	95	214826801	0	403	50	68	0
877	95	214691426	0	404	50	106	0
877	95	214664919	0	405	50	107	0
877	95	214664919	0	406	50	107	0
877	95	214687685	0	407	50	108	0
877	95	214712107	0	408	50	109	0
877	95	214826747	0	409	50	110	0
877	95	214821290	1	411	50	49	0
877	96	214821290	0	401	50	49	0
877	96	214821290	0	402	50	49	0
877	96	214826801	0	403	50	68	0
877	96	214691426	0	404	50	106	0
877	96	214664919	0	405	50	107	0
877	96	214664919	0	406	50	107	0
877	96	214687685	0	407	50	108	0
877	96	214712107	0	408	50	109	0
877	96	214826747	0	409	50	110	0
877	96	214826608	1	412	50	111	0
877	97	214821290	0	401	50	49	0
877	97	214821290	0	402	50	49	0
877	97	214826801	0	403	50	68	0
877	97	214691426	0	404	50	106	0
877	97	214664919	0	405	50	107	0
877	97	214664919	0	406	50	107	0
877	97	214687685	0	407	50	108	0
877	97	214712107	0	408	50	109	0
877	97	214826747	0	409	50	110	0
877	97	214826816	1	413	50	112	0
899	98	214710075	0	415	51	113	0
899	98	214829257	0	416	51	114	0
899	98	214710075	0	417	51	113	0
899	98	214710075	0	418	51	113	0
899	98	214710075	1	419	51	113	0
932	99	214826627	0	424	52	115	0
932	99	214826627	0	425	52	115	0
932	99	214826955	0	426	52	116	0
932	99	214800262	0	427	52	117	0
932	99	214709741	0	428	52	118	0
932	99	214709741	0	429	52	118	0
932	99	214819738	0	430	52	119	0
932	99	214819738	0	431	52	119	0
932	99	214819738	0	432	52	119	0
932	99	214709741	1	433	52	118	0
932	100	214826627	0	424	52	115	0
932	100	214826627	0	425	52	115	0
932	100	214826955	0	426	52	116	0
932	100	214800262	0	427	52	117	0
932	100	214709741	0	428	52	118	0
932	100	214709741	0	429	52	118	0
932	100	214819738	0	430	52	119	0
932	100	214819738	0	431	52	119	0
932	100	214819738	0	432	52	119	0
932	100	214709741	1	434	52	118	0
932	101	214826627	0	424	52	115	0
932	101	214826627	0	425	52	115	0
932	101	214826955	0	426	52	116	0
932	101	214800262	0	427	52	117	0
932	101	214709741	0	428	52	118	0
932	101	214709741	0	429	52	118	0
932	101	214819738	0	430	52	119	0
932	101	214819738	0	431	52	119	0
932	101	214819738	0	432	52	119	0
932	101	214819738	1	435	52	119	0
932	102	214826627	0	424	52	115	0
932	102	214826627	0	425	52	115	0
932	102	214826955	0	426	52	116	0
932	102	214800262	0	427	52	117	0
932	102	214709741	0	428	52	118	0
932	102	214709741	0	429	52	118	0
932	102	214819738	0	430	52	119	0
932	102	214819738	0	431	52	119	0
932	102	214819738	0	432	52	119	0
932	102	214819738	1	436	52	119	0
932	103	214826627	0	424	52	115	0
932	103	214826627	0	425	52	115	0
932	103	214826955	0	426	52	116	0
932	103	214800262	0	427	52	117	0
932	103	214709741	0	428	52	118	0
932	103	214709741	0	429	52	118	0
932	103	214819738	0	430	52	119	0
932	103	214819738	0	431	52	119	0
932	103	214819738	0	432	52	119	0
932	103	214826627	1	437	52	115	0
932	104	214826627	0	424	52	115	0
932	104	214826627	0	425	52	115	0
932	104	214826955	0	426	52	116	0
932	104	214800262	0	427	52	117	0
932	104	214709741	0	428	52	118	0
932	104	214709741	0	429	52	118	0
932	104	214819738	0	430	52	119	0
932	104	214819738	0	431	52	119	0
932	104	214819738	0	432	52	119	0
932	104	214826627	1	438	52	115	0
932	105	214826627	0	424	52	115	0
932	105	214826627	0	425	52	115	0
932	105	214826955	0	426	52	116	0
932	105	214800262	0	427	52	117	0
932	105	214709741	0	428	52	118	0
932	105	214709741	0	429	52	118	0
932	105	214819738	0	430	52	119	0
932	105	214819738	0	431	52	119	0
932	105	214819738	0	432	52	119	0
932	105	214826906	1	439	52	120	0
932	106	214826627	0	424	52	115	0
932	106	214826627	0	425	52	115	0
932	106	214826955	0	426	52	116	0
932	106	214800262	0	427	52	117	0
932	106	214709741	0	428	52	118	0
932	106	214709741	0	429	52	118	0
932	106	214819738	0	430	52	119	0
